player_id,name,ranking,weight,position,height,country_code,birthdate,team_id
p102845,Rafael Martín Espina,,,Middle-blocker,189.0,ES,,t6563
p102846,Manuel Pérez Andrade,,,Outside Hitter,179.0,ES,,t8130
p102847,Emilio Palacio Alvárez,,,Opposite,180.0,ES,5/20/1977,t6371
p102848,Jesús Vázquez Calo,,,Middle-blocker,190.0,ES,,t6371
p102849,Miguel Vázquez García,,,Outside Hitter,176.0,ES,,t6371
p10285,Jakub Rudyński,,,Setter,190.0,PL,1/1/1986,t5683
p102850,Narciso Abalo Chouza,,,Opposite,175.0,ES,,t6371
p102851,Xian Pérez Pérez,,,Outside Hitter,179.0,ES,4/5/1996,t8130
p102852,José Gustavo Romero García,,,Outside Hitter,182.0,ES,,t6371
p102853,Diego Romero Figueira,,,Opposite,181.0,ES,,t6371
p102854,Antón Pérez Pérez,,,Middle-blocker,192.0,ES,,t6371
p102855,Andrés Martínez Laranga,,,Setter,175.0,ES,9/29/1970,t8130
p102856,Oscar Prieto Fernández,,,Libero,170.0,ES,,t6359
p102857,David Hermida Carballido,,,Setter,180.0,ES,,t8131
p102858,Asier García de Díos Mardonenes,,,Middle-blocker,188.0,ES,,t8131
p102859,Eray Güven,,88.0,Setter,190.0,TR,5/26/2001,t20873
p10286,Piotr Piotrowski,,,Middle-blocker,202.0,PL,1/1/1986,t1855
p102861,Sergio Terentino,,,Opposite,190.0,ES,5/14/1998,t1451
p102862,Noel Giraco García,,,Setter,183.0,ES,7/19/1988,t3586
p102863,Enrique Martín Bravo,,,Outside Hitter,184.0,ES,3/1/1998,t2511
p102864,óscar Ramírez Verchili,,,Outside Hitter,194.0,ES,2/5/1999,t11170
p102866,Joaquín Lizana Navarro,,,Middle-blocker,192.0,ES,12/5/1974,t2353
p102867,Carlos Felipe González,,,Outside Hitter,187.0,ES,4/3/1995,t8133
p102868,Roberto Moronta Martínez,,,Outside Hitter,192.0,ES,12/24/1986,t2353
p102869,Julio Estan Almesija,,,Outside Hitter,189.0,ES,2/28/1984,t2353
p10287,Radosław Urbaniak,,,Middle-blocker,197.0,PL,1/1/1986,t1855
p102870,Leonardo Porolli,,,Outside Hitter,192.0,IT,11/11/1975,t2353
p102871,Ali Mohammed Abdellah,,,Libero,185.0,ES,6/15/1981,t2353
p102872,Ali Mohamed,,,Middle-blocker,200.0,ES,9/8/1980,t2353
p102873,Abdesalam Morabet,,,Middle-blocker,190.0,ES,4/18/1981,t2353
p102874,Moustapha El-Founti,,,Libero,181.0,MA,9/11/1995,t2353
p102875,Mohamed El Ghadef,,,Middle-blocker,190.0,ES,7/24/1985,t2353
p10288,Wojciech Lis,,,Outside Hitter,187.0,PL,1/1/1986,t5120
p102882,Fabián Porzios-Barros Muro,,,Opposite,195.0,ES,,t3063
p102884,Martín Cespedes,,,Setter,182.0,ES,11/7/1983,t3063
p10289,Piotr Flis,,,Libero,189.0,PL,1/1/1986,t1351
p102890,Amirkhan Kassymov,,77.0,Outside Hitter,184.0,,3/31/2006,
p102891,Ali Ehmeid,6712.0,85.0,Libero,183.0,LY,1/16/1992,t3816
p102892,Batyr Kozhabergen,,95.0,Outside Hitter,193.0,,7/1/2003,
p102897,óscar Llordés,,,Setter,183.0,ES,8/19/1986,t1493
p102899,Martí Hernández,,,Middle-blocker,193.0,ES,4/21/1995,t1493
p1029,Stanislav Šimin,3654.0,105.0,Middle-blocker,208.0,RS,10/4/1986,t1359
p10290,Grzegorz Poprawski,,,Outside Hitter,180.0,PL,1/1/1986,t1351
p102901,Kentaro Fujimaki,,,Libero,183.0,JP,3/28/1992,t1493
p102905,Francisco Romero Iglesias,,,Middle-blocker,191.0,ES,10/9/1975,t6371
p102906,Xavier Sarille Cadenas,,,Outside Hitter,179.0,ES,4/5/1996,t8130
p102909,Carlos Galego,,,Middle-blocker,190.0,ES,1/13/1986,t1430
p10291,Konrad Frysztak,,,Middle-blocker,207.0,PL,1/1/1986,t2454
p102910,Manuel Pérez Castaño,,,Outside Hitter,190.0,ES,3/14/1989,t1430
p102912,Adrián Pérez Gómez,,,Outside Hitter,185.0,ES,3/26/1996,t1430
p102913,Pablo Alonso Sanpedro,,,Middle-blocker,195.0,ES,5/21/1995,t1430
p102915,Isaac Sánchez Baluja,,,Outside Hitter,184.0,ES,8/12/1991,t1430
p102916,Emilio Núñez Díaz,,,Middle-blocker,195.0,ES,11/11/1985,t6359
p102917,Omar Diaz Rossel,,,Middle-blocker,190.0,ES,3/10/1987,t6359
p102918,David Vieites Veiga,,,Outside Hitter,185.0,ES,8/31/1991,t6359
p102919,Iván Pérez Pita,,,Middle-blocker,185.0,ES,6/13/1998,t6359
p10292,Jakub Głuszak TOP 1000,,,Libero,175.0,PL,1/1/1986,t1704
p102920,Bieito Beceiro Fernández,,,Outside Hitter,175.0,ES,7/29/1998,t6359
p102922,Pavlo Kosarevych,,,Outside Hitter,183.0,ES,12/21/1994,t6563
p102923,Alberto Aparicio Cañon,,,Opposite,188.0,ES,9/8/1979,t6563
p102924,Miguel Quintana Sobrino,,,Outside Hitter,176.0,ES,11/27/1988,t8134
p102925,Juan Francisco Caballero Cerda,,,Middle-blocker,188.0,ES,3/7/1978,t6563
p102926,ángel Blanco Martín-Serrano,,,Middle-blocker,196.0,ES,10/30/1981,t6563
p102928,Borja González,,,,,ES,,
p10293,Mariusz Kubik,,,Opposite,181.0,PL,1/1/1986,t5683
p102930,Petros Kalas,3780.0,85.0,Outside Hitter,193.0,GR,,t12769
p102935,Gino Bevilacqua,,87.0,Outside Hitter,195.0,,12/9/2006,t1693
p10294,Mirosław Narajewski,,,Middle-blocker,185.0,PL,1/1/1986,t5306
p102949,Sergey Ryaboshapko,,85.0,Universal,193.0,,4/18/2005,
p10295,Marek Narajewski,,,Outside Hitter,185.0,PL,1/1/1986,t5306
p10296,Damian Dykas,,,Opposite,197.0,PL,1/1/1986,t1444
p102964,Miquel Capllonch,,,Opposite,192.0,ES,7/6/1982,
p102965,Mike Pons,,,Middle-blocker,190.0,ES,4/4/1984,
p102966,Eduardo Sarciat,,,Opposite,182.0,ES,8/8/1985,
p102967,Tomeu Verger,,,Middle-blocker,192.0,ES,10/16/1993,
p102968,Juan Angel Rey,,,Outside Hitter,185.0,ES,7/18/1985,t6415
p102969,Pedro Verd,,,Setter,188.0,ES,3/25/1980,
p10297,Daniel Gulbicki,,,Middle-blocker,188.0,PL,1/1/1986,t1717
p102970,Jordi Perelló González,,,Libero,,ES,12/19/1977,
p102971,Pablo Vieco López,,,Opposite,189.0,ES,5/8/1999,t11177
p102972,Borja Martínez Requena,,,Middle-blocker,192.0,ES,1/1/1999,
p102973,Daniel García Maján,,,Outside Hitter,191.0,ES,5/16/2000,t1456
p102974,Jaime Santillana Manzanero,,,Setter,179.0,ES,7/13/2000,t1456
p102975,Etienne Rickert,,,Middle-blocker,204.0,ES,2/14/1999,t1456
p102977,Sergi Mata Vila,,,Middle-blocker,195.0,ES,3/3/1994,t3510
p102978,Jordi Vallés,,,Opposite,193.0,ES,7/19/1982,t1493
p102979,Carlos Caimari,,,Setter,175.0,,12/10/1994,t1493
p10298,Tomasz Botwina,,,Libero,188.0,PL,1/1/1986,
p102981,Jacobo Fojo García,,,Outside Hitter,183.0,ES,10/9/1986,t6359
p102982,ángel Blanco Vidal,,,Setter,184.0,ES,12/14/1986,t6359
p102984,Luca Laverncic,,,Middle-blocker,193.0,IT,1/13/1986,t1880
p102985,Randy Cruz González,,,Outside Hitter,173.0,ES,4/12/1996,t7243
p102986,Alberto Cabrera Padrón,,,Middle-blocker,192.0,ES,9/22/1990,t1880
p102987,Peter Baars,,,Outside Hitter,185.0,NL,4/9/1994,t1880
p102988,Ismael Pérez,,,Libero,177.0,ES,12/26/1985,t7243
p102989,José Antonio Ruiz,,,Outside Hitter,186.0,ES,12/19/1992,t7243
p10299,Michał Mor,,,Outside Hitter,189.0,PL,1/1/1986,
p102990,David Soto,,,Setter,180.0,ES,11/11/1990,t7243
p102991,Diego Rodríguez,,,Outside Hitter,185.0,ES,5/2/1997,t7243
p102992,Francisco Dieste Otero,,,Middle-blocker,188.0,ES,2/29/1996,t1430
p102993,Borja Vilas Gómez,,,Middle-blocker,194.0,ES,7/1/1996,t8130
p102994,Naji Gatbache Outeiral,,,Outside Hitter,195.0,ES,12/23/1996,t8130
p102995,Manuel Marcote,,,Setter,185.0,ES,4/5/1998,t6562
p102996,Douglas Rivas,,,Outside Hitter,180.0,ES,1/9/2001,t1430
p102998,Mateusz Bera,,,Middle-blocker,204.0,PL,,t2441
p103,Wout Wijsmans TOP 200,,96.0,Outside Hitter,201.0,,7/17/1977,
p1030,Tomislav Dokić,1551.0,97.0,Opposite,204.0,RS,2/27/1986,t2701
p10300,Bartosz Jerzyk,,,Setter,187.0,PL,1/1/1986,t2557
p103002,Rubén Martínez Aparicio,,,Middle-blocker,194.0,ES,11/13/1991,t3653
p103003,Pablo Tatay,,,Outside Hitter,183.0,ES,12/27/1989,t3653
p103004,Pablo Pelegero,,,Libero,177.0,ES,4/19/1989,t3653
p103005,Sergio Vallet,,,Outside Hitter,185.0,ES,9/30/1987,t3653
p103006,Joaquín Marzano,,,Middle-blocker,193.0,IT,9/13/1985,t3653
p103008,Javier Peón,,55.0,Middle-blocker,176.0,ES,1/1/2008,t19924
p103009,Aaron Mazar,,,Setter,,FR,,
p10301,Radosław Łyczko,,,Outside Hitter,193.0,PL,1/1/1986,
p103010,Mayke Tavares,,70.0,Libero,175.0,BR,8/1/1996,
p103012,Marcelo Augusto Moreira,,98.0,Opposite,196.0,BR,2/3/1992,
p10302,Adrian Sdebel,,,Opposite,197.0,PL,9/30/1986,
p103023,Sergi Sauco,,,Outside Hitter,184.0,ES,11/14/1987,t3653
p103024,Arcadio Santaeulalia,,,Middle-blocker,183.0,ES,8/14/1989,t3653
p103026,Miguel Sánchez,,,Opposite,200.0,ES,5/15/1995,t11185
p10303,Piotr Gąsior,,,Libero,184.0,PL,1/1/1986,
p103030,Quique Mateu,,,Setter,183.0,ES,8/16/1989,t3653
p103031,Borja Bueno,,,Outside Hitter,190.0,ES,2/3/1985,t3653
p103032,Manuel Enriquez Alonso,,,Middle-blocker,192.0,ES,9/19/1985,t3586
p103033,Carlos García Torres,,,Middle-blocker,193.0,ES,1/6/1982,t6563
p10304,Tomasz Kułaga,,,Outside Hitter,190.0,PL,1/1/1986,
p103045,Karlo Santos,,,Setter,,PH,,t6602
p103046,Matteo Barone,,,Universal,170.0,,9/15/2007,
p10305,Tomasz Michalak,,,Setter,190.0,PL,1/1/1986,
p10306,Patryk Kabziński,,,Libero,172.0,PL,1/1/1986,t1444
p10307,Bartosz Mischke,,,Outside Hitter,194.0,PL,1/1/1986,t1996
p103074,Christos Chrysostomou,,,Outside Hitter,,CY,,t3908
p103076,Andreas Papandreou,,,Middle-blocker,,CY,,
p103077,Andreas Papandreou,,75.0,Middle-blocker,,CY,1/13/1992,t3908
p103079,Kwang-Ho Kim,,,Universal,,KR,,
p10308,Mateusz Mrozowski,,,Libero,190.0,PL,1/1/1986,t1996
p103081,Demetris Pyliotis,,,Middle-blocker,,CY,,t3908
p103087,Young-Ho Cho,,,Setter,,KR,12/2/1948,t16893
p10309,Kamil Baran,,,Middle-blocker,192.0,PL,1/1/1986,t2458
p103097,Eric Plunkett,,,Setter,173.0,,,t1391
p1031,Uroš Kovačević TOP 100,88.0,90.0,Outside Hitter,197.0,RS,5/6/1993,t2445
p10310,Damian Lis,,,Middle-blocker,193.0,PL,1/7/1986,t5706
p103109,Scott Hartley,,,Outside Hitter,,,,
p10311,Paweł Nawrocki,,,Outside Hitter,197.0,PL,1/8/1986,
p103111,Min-Cheol Kim,,,Universal,,KR,1/1/1976,t18614
p103114,Tiago Luan Gomes Bezerra,,,Libero,,BR,,
p10312,Wojciech Musiolik,,,Outside Hitter,188.0,PL,1/11/1986,t1525
p10313,Lech Karolkiewicz,,,Outside Hitter,193.0,PL,1/30/1986,t5683
p103132,Alex Katugambe,,82.0,Opposite,184.0,UG,1/25/1995,
p10314,Michał Karauda,,,Outside Hitter,193.0,PL,2/10/1986,t5306
p103146,Alexey Tratsevsky,,75.0,Outside Hitter,197.0,BY,3/10/1999,
p10315,Kamil Krawczyk,,,Libero,182.0,PL,2/26/1986,
p103158,Kostas Nikifiroridis,,,Middle-blocker,191.0,GR,2/3/1975,t14596
p103159,Eduard Blanco Claramunt,,,Setter,178.0,ES,10/26/1975,t3063
p10316,Szymon Śmietana,,,Libero,183.0,PL,3/27/1986,t1349
p103160,Roger González Corselles,,,Setter,183.0,ES,4/18/1997,t3063
p103161,Oriol González Corselles,,,Opposite,182.0,ES,4/18/1996,t3063
p103163,Guillermo Marcos Cortón,,,Outside Hitter,186.0,ES,4/9/1999,t4062
p103164,Jorge Bustos Atanasio,,,Outside Hitter,181.0,ES,6/14/1997,t1448
p103165,Pedro Gómez Val,,,Middle-blocker,181.0,ES,2/9/1997,t1448
p103166,álvaro Bustos Atanasio,,,Libero,175.0,ES,1/23/1996,t1448
p103167,Nicolás Armesto Diaz,,,Outside Hitter,174.0,ES,7/31/1999,t1448
p103168,Pablo Bujidos Martín,,,Middle-blocker,178.0,ES,11/2/1998,t1448
p103169,Víctor Jumilla Pedreño,,,Middle-blocker,194.0,ES,4/20/1995,t4041
p10317,Michał Kwasiborski,,,Setter,188.0,PL,4/23/1986,
p103170,Víctor Rois Merino,,,Middle-blocker,195.0,ES,5/29/1982,t1448
p103171,Iñaki Bescós Moreno,,,Libero,180.0,ES,9/1/1976,t11159
p103172,Tomás Agost Granero,,,Middle-blocker,188.0,ES,,t1908
p103176,Ayman Mejahad,,68.0,Middle-blocker,190.0,MA,5/28/2005,
p10318,Jakub Dzikuć,,,Middle-blocker,203.0,PL,5/1/1986,t2655
p10319,Marcin Janczak,,,Middle-blocker,190.0,PL,7/12/1986,t4354
p103197,Vladimir Stevovski,,,Setter,186.0,,11/10/1977,t1874
p103198,Rafael Gago Otero,,,Outside Hitter,176.0,ES,12/29/1981,t1874
p103199,Arnau Casamor Mur,,,Outside Hitter,186.0,ES,6/8/1998,t1874
p1032,Vladimir Grbić TOP 200,169.0,87.0,Outside Hitter,193.0,RS,12/14/1970,
p10320,Emil Żak,7219.0,,Opposite,192.0,PL,7/20/1986,
p103200,Aleksandar Stevovski,,,Setter,184.0,MK,8/11/1976,t1874
p103201,Didac Porro Gilisbars,,,Outside Hitter,180.0,ES,9/15/1992,t1874
p103202,álvaro Bendicho Escolano,,,Libero,183.0,ES,4/30/1995,t1874
p103203,Gregory Bordás Roland,,,Opposite,199.0,ES,10/12/1989,t11159
p103204,Raúl Del Rio Carracedo,,,Opposite,190.0,ES,8/22/1998,t1874
p103205,Alejandro Rando Rodríguez,,,Outside Hitter,182.0,ES,5/30/1999,t1874
p103206,Marc Riverola Castella,,,Middle-blocker,197.0,ES,1/8/1996,t19367
p103207,Alvaro Acebrón Bueno,,,Middle-blocker,189.0,ES,10/14/1998,t1874
p103208,Alejandro Lombao Chiuta,,,Libero,175.0,ES,2/12/1998,t1874
p103209,Dario Outeiral Novo,,,Libero,171.0,ES,11/7/2000,t6371
p10321,Piotr Marciniak,,,Setter,197.0,PL,10/1/1986,t1568
p103213,Raúl Gómez Noya,,,Outside Hitter,187.0,ES,11/11/1995,t6359
p103214,David Vergara Barcelo,,,Outside Hitter,182.0,ES,6/27/1995,t6359
p103216,Alfredo Gilsanz Lazaro,,,Outside Hitter,191.0,ES,3/1/1996,t4062
p103217,Antonio Rodríguez Berceruelo,,,Outside Hitter,185.0,ES,,
p103218,José Alberto Valdivieso Fernández,,,Middle-blocker,187.0,ES,12/2/1990,t4062
p103219,Javier Morán Fraile,,,Opposite,190.0,ES,11/26/1995,t4062
p10322,Mateusz Iglewski,,,Outside Hitter,187.0,PL,11/14/1986,t5197
p103220,Sergio Santamaría Gómez,,,Middle-blocker,185.0,ES,6/29/1997,t4062
p103221,Agustín Aguirre Estrada,,,Opposite,187.0,ES,5/25/1993,t4062
p103222,Víctor Diez Ortega,,,Outside Hitter,190.0,ES,4/1/1994,
p103223,Javier Sotillo Mallo,,,Outside Hitter,189.0,ES,12/16/1991,t8135
p103224,Uriel Dante Mana,,,Middle-blocker,192.0,ES,,t6563
p103225,José Luis Redondo Torres,,,Setter,185.0,ES,8/29/1975,t6563
p103226,Fernando Román Delgado,,,Opposite,184.0,ES,,t6563
p103227,Javier Jiménez Blazquez,7188.0,,Middle-blocker,200.0,ES,12/9/1982,t6563
p103228,Miguel Saura Castaño,,,Outside Hitter,196.0,ES,2/13/1975,t4041
p103229,Jorge Grau Cecilia,,,Middle-blocker,188.0,ES,1/23/1992,t4041
p103230,Diego Rovira,,,Setter,174.0,ES,11/7/1998,t4041
p103231,Jorge Mompeán Cabezas,,,Opposite,185.0,ES,7/15/1997,t4041
p103232,Manuel Rodríguez García,,,Outside Hitter,186.0,ES,9/16/1999,t4041
p103233,Fernando Herrera Moya,,,Middle-blocker,191.0,ES,5/22/1993,t4041
p103234,Miguel Martí Dolera,,,Setter,194.0,ES,5/11/1971,t4041
p103235,Roberto Fernández Alves,,,Middle-blocker,193.0,ES,12/31/1997,t1880
p103236,Raul Giacometti Toledo,,,Outside Hitter,192.0,ES,5/5/1998,t1880
p103237,Adrián Melián Rodríguez,,,Libero,171.0,ES,3/13/1993,t1880
p10324,Bartosz Kramer,,,Outside Hitter,191.0,PL,12/20/1986,t5683
p103242,Ismail Agalou,,80.0,Setter,195.0,MA,5/13/2003,t4003
p103246,Lazo Cvijić,,,Universal,,BA,3/28/1974,t3060
p103247,Alberto Luzón Moreno,,,Outside Hitter,180.0,ES,5/5/1987,t11185
p103248,Javier Piqueres Flor,,,Setter,181.0,ES,4/10/1992,t11185
p103249,Angel Miralles Azorín,,,Middle-blocker,185.0,ES,7/11/1977,t11185
p103250,Ramón Acevedo Martín,,,Outside Hitter,183.0,ES,5/28/1986,t11185
p103251,Raúl Parreño Navalón,,,Libero,175.0,ES,3/27/1991,t11185
p103252,Eder Piqueres Flor,,,Setter,176.0,ES,11/8/1995,t11185
p103253,Jesús Fernández Martínez,,,Middle-blocker,198.0,ES,6/30/1994,t11185
p103254,Pedro Piqueras Vidal,,,Opposite,194.0,ES,2/6/1993,t11185
p103255,Sergio Vicedo Martínez,,,Opposite,182.0,ES,4/15/1997,t11185
p103256,Sergio Rodríguez de Blas,,,Libero,180.0,ES,9/30/1981,t11185
p103257,Javier Ramírez,,,Outside Hitter,178.0,ES,1/18/1994,t11185
p10326,Bartłomiej Jajszczak,,,Outside Hitter,190.0,PL,1/1/1987,t1358
p103262,Carlos López,,,Setter,,ES,12/8/1993,t3653
p103263,Pau Grau,,,Outside Hitter,,ES,5/10/1993,t3653
p103264,Guillem García,,,Libero,,ES,5/4/2000,t3653
p103265,Carles García,,,Middle-blocker,,ES,4/18/1998,t3653
p103266,José Vicente Martínez,,,Middle-blocker,,ES,8/22/1991,t3653
p103267,Alvaro Moratinos,,,Setter,,ES,8/3/1999,t3653
p103268,Jaume Miñana,,,Setter,,ES,8/27/1999,t3653
p10327,Oskar Dziewit,,,Outside Hitter,187.0,PL,1/1/1987,
p103273,Javier Yagüe Domínguez,,,Opposite,190.0,ES,9/3/1990,t8834
p103274,Pablo De Las Casas Felgueroso,,,Outside Hitter,188.0,ES,,t19444
p103275,Pablo Gérez Palomo,,,Middle-blocker,190.0,ES,3/15/1991,t8134
p103278,Francisco Torres,,,Outside Hitter,195.0,ES,12/28/1985,t7243
p10328,Bartłomiej Pogórski,,,Opposite,195.0,PL,1/1/1987,
p103287,Mert Erkut Burunsuz,,,Setter,,TR,9/22/2000,t18951
p10329,Damian Grabolus,,,Middle-blocker,202.0,PL,1/1/1987,
p103290,David Redonda Camaño,,,Outside Hitter,177.0,ES,6/9/1998,t2928
p103291,Marcos Alvite Pérez,,,Outside Hitter,180.0,ES,5/4/1997,t8130
p103292,Javier Castro Montero,,,Libero,189.0,ES,9/14/1993,t6562
p103294,Manuel Costa Romero,,,Setter,185.0,ES,11/6/2000,t6562
p103295,Javier Dominguez Castiñeira,,,Middle-blocker,192.0,ES,9/9/1997,t6562
p103296,Hilmi Kaan çiçek,,,Opposite,,TR,6/29/1993,t18951
p103297,Marco Lado Fuentes,,,Middle-blocker,188.0,ES,1/7/1999,t6562
p103299,David Blanco Rama,,,Setter,185.0,ES,3/26/1993,t6562
p1033,Vlado Petković,,97.0,Setter,198.0,RS,1/6/1983,t1790
p10330,Łukasz Jurczyński,,,Middle-blocker,197.0,PL,1/1/1987,
p103300,Joaquín Lago Vázquez,,,Libero,183.0,ES,9/10/1986,t6562
p103302,Sergio Quintela Roca,,,Opposite,176.0,ES,12/28/1995,t6562
p103305,Rubén Martínez Ferrer,,,Setter,184.0,ES,8/12/2000,t3653
p103307,Diego Mendoza García,,,Outside Hitter,191.0,ES,6/19/2000,t19445
p103309,Eric Carrió Ubeda,,,Outside Hitter,190.0,ES,10/4/2000,t4502
p10331,Patryk Guzowski,,,Middle-blocker,206.0,PL,1/1/1987,
p103310,Francisco Mas,,,Libero,175.0,ES,7/20/1999,
p103312,Alberto Villar Alvarez,,,Middle-blocker,184.0,ES,1/20/2000,t8130
p103313,Dan-Lucian Tihon,,,Middle-blocker,186.0,ES,7/18/1999,t3653
p103314,Fernando Varela Rodríguez,,,Outside Hitter,175.0,ES,7/28/1998,t1448
p103315,José Valle Pico,,,Opposite,181.0,ES,11/14/1977,t1448
p103316,Javier Valle Regueiro,,,Setter,178.0,ES,10/14/1992,t1448
p10332,Konrad Nieboj,,,Setter,185.0,PL,1/1/1987,
p103324,Renan Messias,,,Setter,,BR,,
p10333,Tomasz Bogusz,,,Opposite,195.0,PL,1/1/1987,
p103335,Jakub Jurczyński,,82.0,Libero,182.0,PL,5/15/1992,t19060
p10334,Paweł Komorowski,,,Middle-blocker,199.0,PL,1/1/1987,
p10335,Michał Pajor,,,Middle-blocker,195.0,PL,1/1/1987,
p10336,Daniel Lenc,,,Outside Hitter,193.0,PL,1/1/1987,
p103365,Tijmen Bus,,78.0,Outside Hitter,198.0,,12/16/2006,t1963
p10337,Jarosław Pizuński,,,Middle-blocker,201.0,PL,1/1/1987,t1413
p103374,Mahmut Gürler,,79.0,Middle-blocker,188.0,TR,1/10/2005,t11563
p10338,Jarosław Rarak,,,Libero,184.0,PL,1/1/1987,
p103380,Mansour Zadon,,,Opposite,,,,
p103388,Marcos Obes,,,Libero,178.0,AR,11/28/2002,
p10339,Radosław Dobrowolski,,,Outside Hitter,185.0,PL,1/1/1987,t1704
p1034,Zoran Jovanović,1291.0,90.0,Opposite,203.0,RS,5/20/1984,t1289
p10340,Jan Włodarczyk,,,Opposite,193.0,PL,1/1/1987,t5175
p103403,Sofiane Ouahrani,,,Opposite,,FR,,
p103405,Ren Murakami,,71.0,Setter,181.0,JP,9/12/2002,t1922
p10341,Przemysław Będziński,,,Middle-blocker,199.0,PL,1/1/1987,
p103412,Iván Martín álvarez,,,Opposite,190.0,ES,9/1/1996,t1874
p103415,José Antonio Pérez Yepez,,,Opposite,190.0,ES,2/24/1984,t3939
p103416,Adrián Delgado Sánchez,,,Libero,183.0,ES,9/21/1995,t3939
p103417,Airam Afonso Henríquez,,,Outside Hitter,183.0,ES,2/10/1991,t3939
p103418,Israel Martín Henríquez,,,Outside Hitter,183.0,ES,8/25/1981,t3939
p103419,Senen Camacho Lugo,,,Middle-blocker,189.0,ES,9/6/1993,t15999
p10342,Sebastian Kaczmarek,,,Setter,182.0,PL,1/1/1987,t1349
p103420,Eduardo Martín Javier,,,Setter,189.0,ES,9/13/1982,t3939
p103421,David Rodríguez Toledo,,,Setter,190.0,ES,3/3/1998,t3939
p103422,Airam Recuero Hernández,,,Middle-blocker,188.0,ES,9/11/1984,t3939
p103423,Tanausu Rodríguez Alvárez,,,Libero,172.0,ES,8/26/1989,t3939
p103424,Carlos Martínez Romero,,,Middle-blocker,185.0,ES,11/22/1998,t8130
p103428,Miguel Tous Real,,,Middle-blocker,191.0,ES,7/26/1991,t6415
p103429,Pedro Perelló Galmes,,,Opposite,185.0,ES,8/11/1987,t6415
p10343,Maksymilain Paszak,,,Libero,181.0,PL,1/1/1987,t1855
p103431,Joan Suñer Galmes,,,Outside Hitter,185.0,ES,12/29/1982,t6415
p103433,Raúl Gómez Mayo,,,Opposite,184.0,ES,12/16/1989,
p103436,Daniel Pino Barbero,,,Outside Hitter,184.0,ES,10/14/1998,
p10344,Rafał Antczak,,,Setter,190.0,PL,1/1/1987,
p103444,Guillermo Avendaño García,,,Opposite,192.0,ES,9/30/1994,t6359
p103445,Juan Manuel Villa Correa,,,Opposite,186.0,ES,6/16/2001,t1448
p103446,Pedro Sánchez Melián,,,Opposite,182.0,ES,10/23/1997,t11170
p103447,Diego García Besteiro,,,Middle-blocker,191.0,ES,7/7/1993,t8131
p10345,Michał Fijałkowski,,,Opposite,196.0,PL,1/1/1987,
p103451,Daniel Llorente Camacho,,,Libero,185.0,ES,6/3/1995,t8133
p103452,Adrián Alvarez Fernández,,,Middle-blocker,200.0,ES,9/1/1985,t8133
p103453,Diego Ferreira Guardiano,,,Outside Hitter,192.0,ES,1/11/1982,t8133
p103454,Javier Alemán,,,Setter,185.0,ES,11/6/1996,t8133
p103455,Raúl López García,,,Outside Hitter,185.0,ES,5/1/1997,t8133
p103456,Juan Jesús Del Aguila,,,Setter,182.0,ES,7/24/1997,t8133
p103457,David Moya Rodríguez,,,Middle-blocker,193.0,ES,6/19/1995,t8133
p103458,Alejandro Del Aguila,,,Middle-blocker,194.0,ES,6/10/1994,t8133
p103459,Juan Manuel Acuyo Torres,,,Outside Hitter,185.0,ES,3/14/2000,t8133
p10346,Bartosz Michalski,,,Opposite,200.0,PL,1/1/1987,t5690
p103461,Jesús Reyes Beltran,,,Opposite,191.0,ES,6/19/2000,t8133
p103463,Rıza Cem Aün,,,Outside Hitter,,TR,7/14/2000,t18951
p103464,Ibrahim Okuşluğ,,,Middle-blocker,,TR,12/8/1998,t18951
p103469,Baver Başboğ,,,Opposite,,TR,,t18951
p10347,Mateusz Sypniewski,,,Outside Hitter,190.0,PL,1/1/1987,t5690
p103470,Ali Alpay,,,Outside Hitter,,TR,3/17/1998,t18951
p103476,Brian Aguilar Poley,,,Middle-blocker,195.0,ES,5/14/1999,t1880
p103477,Samuel Gutiérrez Velázquez,,,Outside Hitter,182.0,ES,9/5/2001,t1880
p103478,El Mahdi Jouid,,70.0,Libero,188.0,MA,1/15/2004,t8038
p103479,Héctor Espadas Reyes Torete,,,Outside Hitter,,ES,,
p10348,Michał Pałubicki,,,Middle-blocker,206.0,PL,1/1/1987,t5690
p103482,Jan Czubiński,,,Setter,,PL,,
p103484,Sergio Calvache Castillo,,,Middle-blocker,,ES,10/12/1987,t3653
p103485,Alexandre Silvestre,,80.0,Outside Hitter,183.0,FR,10/6/1995,
p103486,Jakub Krynicki,,110.0,Middle-blocker,202.0,PL,8/11/2002,
p10349,Tomasz Deptuła,,,Libero,185.0,PL,1/1/1987,t5690
p103499,Frédérick Botralahy,,,Setter,,FR,,
p1035,Aleksey Kuleshov TOP 100,45.0,96.0,Middle-blocker,206.0,,2/24/1979,t1470
p10350,Tomasz Kołakowski,,,Setter,184.0,PL,1/1/1987,t5690
p103501,J.felipe Elia,,64.0,Libero,174.0,IT,10/10/2004,
p103502,Omer Faruk Ağaç,,80.0,Outside Hitter,190.0,TR,1/30/2004,t10477
p10351,Maciej Kęsicki,,,Opposite,198.0,PL,1/1/1987,
p10352,Paweł Kowal,,,Libero,180.0,PL,1/1/1987,t1564
p10353,Dominik Wójcicki,,,Opposite,198.0,PL,1/1/1987,
p103532,Luis Padilla,,76.0,Libero,187.0,CO,7/19/1997,t4968
