first_name,last_name,weight,height,birth_date,team_id
Markus,Friedrich,0.0,0.0,,
Jakub,Salon,85.0,193.0,4/5/1982,t7750
Zdenek,Sklenar TOP 1000,0.0,0.0,,
Frank,Hörster,0.0,0.0,,t2365
Jakub,Kolousek,0.0,190.0,2/28/1971,t1966
Patrick,Steuerwald,85.0,180.0,3/3/1986,t2421
Bakeer,Ganesharatnam,0.0,0.0,,
Achim,Flick,0.0,0.0,8/6/1972,
Tomáš,dník,0.0,196.0,1/25/1966,t1969
Jan,Zangrando,0.0,0.0,5/21/1966,
Markus,Steuerwald (Steuer),85.0,182.0,3/7/1989,
Jiří,náš (Jondy),0.0,183.0,5/17/1928,t13265
René,erratsch,0.0,0.0,8/4/1981,t3616
Petr,Kuchař,107.0,200.0,7/18/1978,t3765
André,hiel,0.0,0.0,4/29/1981,
Sergej,Danilov,0.0,0.0,,
Jared,Schubert,82.0,185.0,4/11/1995,t3765
Veronika,Majova (Maja),0.0,0.0,2/26/1978,
Tilbe,Yaglioglu,0.0,175.0,4/2/1996,
Peter,Grossmann,0.0,0.0,3/17/1951,
Tomáš,lčík,88.0,191.0,5/5/1975,
Steffen,Pfeiffer,0.0,0.0,3/12/1966,
Sagi,Baram,0.0,0.0,7/5/1973,t2605
Dominic,Von Känel,0.0,0.0,2/21/1994,t1558
Oliver,Spaeth,0.0,0.0,10/3/1973,
Ulrich,Sernow,0.0,0.0,,
Sven,Großner,0.0,0.0,9/19/1983,
Johannes,Koch,0.0,0.0,3/23/1988,
Felix,Reschke,0.0,0.0,8/1/1995,
Agron,Hoxha-Back,0.0,0.0,1/14/1963,
Jakob,Schlettert,0.0,0.0,5/28/1997,
Sven,Anton (Susi),0.0,202.0,6/7/1970,
Sebastian,Steinkamp,0.0,0.0,12/4/1977,
Udo,Jeschke,0.0,0.0,10/13/1953,
Christian,Pampel,100.0,202.0,9/6/1979,t5399
Giuseppe,D'Apote,0.0,0.0,3/17/1989,
Peter,Schwarz,0.0,0.0,12/28/1992,
Til,Kittel,0.0,0.0,11/4/1978,
Johannes,Salb,0.0,0.0,4/17/1984,t6362
Ulf,Quell TOP 500,92.0,198.0,3/4/1969,t2440
Tanja,Kunstmann,0.0,0.0,10/22/1969,
Kai,Niklaus,0.0,0.0,8/26/1990,
Raimund,Schneider,0.0,0.0,3/23/1962,t7720
Johannes,Baudach,0.0,0.0,12/25/1989,t1951
Dai-Hee,Park (박대희) TOP 1000,0.0,0.0,1/1/1937,
Michael,Merten TOP 1000,0.0,0.0,1/12/1969,t1293
Marcus,Herzberg,0.0,0.0,7/21/1986,
Jonathan,Scott Sarpong,82.0,189.0,8/15/1979,t4616
Burkhard,Sude,86.0,193.0,8/18/1957,t1495
Andreas,Mühlbauer,0.0,0.0,,t7732
Bogdan,Jalowietzki,97.0,202.0,12/13/1967,t7729
Arne,Ohlms,0.0,0.0,7/27/1981,
Jürgen,aune,0.0,191.0,6/7/1947,t2529
Ae-Hee,Kim-Götz TOP 1000,0.0,164.0,5/29/1960,
Felix,Jülicher,0.0,0.0,10/5/1995,
Thomas,Recknagel,0.0,0.0,2/20/1969,
Morten,Gronwald,0.0,0.0,,
Ingo,Häntschel,0.0,0.0,,t13802
Tigin,Yaglioglu,0.0,0.0,8/17/1991,
Michal,Nekola (Penti) TOP 500,0.0,197.0,7/12/1970,
Söhnke,inz TOP 1000,0.0,0.0,2/27/1969,
Michael,Rosenegger,0.0,0.0,10/13/1987,t1902
Radek,Mach,105.0,206.0,9/28/1984,
Christian,Franz,0.0,0.0,8/15/1991,
Rudolf,Kucera,0.0,0.0,10/31/1950,
Michala,Kvapilová,70.0,181.0,2/8/1990,
Lennart,Klauke,0.0,0.0,7/26/1993,
Fabian,Zeitler,190.0,198.0,6/8/1983,
Gil,Ferrer Cutiño (Gilson) TOP 500,0.0,185.0,10/11/1974,
Lars,Brinkmann,0.0,0.0,,t11230
Sebastian,Leipold,0.0,0.0,8/31/1983,
Georg,Effenberger,0.0,0.0,9/26/1986,t7726
Michael,Kohne,0.0,0.0,7/22/1987,t1660
Julius,Keller,0.0,0.0,2/19/1997,
Thomas,Ranner (Bob),0.0,0.0,7/31/1987,t2483
Rainer,Tscharke,82.0,186.0,8/1/1942,
Christian,Mohr,0.0,0.0,9/30/1993,
Andreas,Renneberg (Andrissel),0.0,179.0,11/14/1983,
Axel,Büring TOP 500,0.0,0.0,7/12/1967,t3613
Brigitte,Schumacher,0.0,0.0,11/8/1965,
Klaus-Jürgen,eber,0.0,0.0,8/11/1966,t4910
Volker,Paulus,0.0,179.0,8/2/1947,t4302
Max,Siebold,0.0,0.0,4/23/1990,
Lars,Bomsdorf,0.0,0.0,8/6/1970,
Tamara,Zeller,0.0,175.0,6/25/1992,
Daniel,Bock,0.0,0.0,8/24/1975,t7730
Peter,Götz,0.0,0.0,1/1/1949,
Joachim,Schwabe,0.0,0.0,7/26/1962,t6362
Christian,Kaletta,0.0,0.0,,
Mareike,Hindriksen,60.0,182.0,11/14/1987,
Dritan,Cuko,0.0,193.0,5/29/1974,t1415
Jan,Lindenmair TOP 1000,0.0,0.0,11/22/1978,
Sascha,Georgi,0.0,0.0,10/10/1980,
Anja,Steil,0.0,0.0,10/28/1994,
Max,Hauser,0.0,0.0,1/1/1984,t2483
Stephanie,Utz,0.0,176.0,11/9/1982,
Diedrich,Lammering,0.0,0.0,4/8/1959,t3613
Michael,Mayer,90.0,192.0,2/14/1980,t1902
Dirk,Gross,0.0,0.0,12/4/1964,
Thore-Björn,aag,0.0,0.0,6/9/1986,
Michael,Sandmeier,0.0,0.0,4/5/1978,t4911
Ronny,Lederer,0.0,0.0,11/17/1983,
Rainer,Eichhorn,0.0,0.0,,
Lukas,Thielemann,0.0,0.0,5/16/1998,t3607
Pascal,Berger,0.0,0.0,3/1/1984,
Konstantin,Bitter,0.0,0.0,10/31/1989,
Christian,Kranz,0.0,0.0,5/5/1988,
Franz,Schaffranek,0.0,0.0,9/30/1995,
Jörn,iemenschneider,0.0,0.0,1/23/1971,
Michael,Suckow,0.0,0.0,,
Alexander,Neubauer,0.0,0.0,10/5/1995,
Marion,Elsasser,0.0,183.0,7/15/1993,
Mirko,Culic TOP 1000,0.0,187.0,2/5/1963,
Michael,Baumeister,0.0,0.0,3/21/1959,t7722
Johannes,Kessler,0.0,0.0,3/28/1992,
Klaus,Dammann,0.0,203.0,7/9/1972,t2421
Benjamin,Thom,0.0,0.0,12/5/1982,
Michael,Schöps (Mike) TOP 500,0.0,0.0,3/13/1957,
Sophia,Theresa Künstler,0.0,0.0,8/14/1987,
Arnd,Ludwig (Lupo) TOP 500,0.0,0.0,1/15/1967,t4752
Frank,Görlach,0.0,0.0,3/8/1961,
Hans-Jörg,ersten,0.0,0.0,7/13/1968,
Alex,Häußler,0.0,0.0,2/28/1988,
Donata,Huebert,0.0,175.0,4/25/1989,t2608
Burkhard,Disch,0.0,0.0,,
Natalia,Cukseeva,0.0,186.0,1/22/1990,
Peter,Hesse,0.0,0.0,12/1/1980,
Lars,Hohensee,0.0,0.0,3/6/1994,
Torsten,Schooff,0.0,0.0,,
Dieter,Becker,0.0,0.0,11/8/1960,
Bryan,Duquette,80.0,193.0,11/15/1991,t4643
Hannes,Willmer,0.0,0.0,,
Marvin,Mallach,0.0,0.0,9/27/1986,
Gunther,Hogrefe,0.0,0.0,11/16/1988,
Mathias,Eichinger TOP 200,0.0,0.0,11/12/1954,t3902
Christian,Sossenheimer,0.0,0.0,9/30/1971,
Bastian,Henning,0.0,0.0,12/24/1988,
Johannes,Oswald,0.0,0.0,2/4/1991,t3615
Robert,Hinz,0.0,0.0,,
Manuel,Hartmann,0.0,0.0,12/15/1986,
Jan,Maier,0.0,0.0,5/26/1972,t4749
Christian,Petermann (Cristiano),0.0,0.0,,
Bernd,Werscheck,0.0,0.0,2/27/1961,
Florian,Mack,0.0,0.0,8/15/1975,t7729
Uwe,Dienst,0.0,0.0,5/7/1986,t1906
Jon,Junker,0.0,189.0,8/31/1988,
Haitham,Aleter,0.0,0.0,3/18/1975,
Sven,Böhme,0.0,0.0,5/24/1958,t7720
Nicolai,Haun Hjøllund,0.0,186.0,11/2/1989,
Klaus,Schädle,0.0,0.0,,
Josef,Wolf,0.0,0.0,,t2421
Kristian,Knudsen,99.0,199.0,8/1/1979,
Christopher,Röder,0.0,0.0,1/3/1987,
Robert,Baumann,0.0,0.0,9/6/1971,
Werner,Kernebeck,0.0,0.0,2/16/1968,t11226
Mikael,Hauge,0.0,0.0,,
Siegfried,Köhler TOP 100,0.0,0.0,5/29/1944,
Mathias,Spendrup Petersen,0.0,178.0,4/8/1998,
Björn,chraad,0.0,0.0,9/29/1989,
Mads,Ditlevsen,94.0,198.0,6/13/1984,
Saskia,Seimel,0.0,0.0,3/25/1976,
Frederik,Kreuzfeldt,0.0,177.0,6/25/1997,
René,tandfuß,0.0,0.0,,
Carsten,Lillelund Olsen,0.0,0.0,,
Axel,Scheidtweiler,0.0,0.0,11/4/1984,
Lars,Due Nielsen,0.0,0.0,,
Andi,Vollmer (Opi) TOP 200,0.0,0.0,7/30/1966,
Torsten,Schulz (Schulle),86.0,188.0,2/2/1969,t2421
Casper,Kure,0.0,183.0,10/19/1983,t2863
Ole,Holbæk,0.0,0.0,,
Ronald,Triller,0.0,196.0,10/31/1965,t3632
Detlef,Schwarz,0.0,0.0,1/1/1958,
Rasmen,Kakamaka,0.0,0.0,,t7753
Dietmar,Butschek (Didi),0.0,0.0,9/21/1967,
Stefan,Bräuer,0.0,0.0,8/5/1965,
Mikkel,Hauge,0.0,0.0,,
Stefan,Jäger,0.0,0.0,10/30/1975,t3613
Sven,Erik Lauridsen (Smølf) TOP 1000,0.0,0.0,3/1/1973,
Daniel,Hänsch,0.0,0.0,7/12/1993,
Paul,Sens TOP 1000,0.0,0.0,10/13/1997,
Elena,Kiesling,0.0,185.0,6/28/1982,
Jens,Larsen,0.0,198.0,8/22/1969,
Reinhard,Arndt,0.0,0.0,,
Peder,Dahl,0.0,0.0,10/6/1966,
Adrian,Zoppelt,0.0,0.0,8/31/1958,t3615
Trine,Rask-Nielsen,66.0,180.0,3/11/1988,
Jimmy,Czimek,0.0,0.0,6/29/1974,
Nino,Herrscher,0.0,0.0,9/30/1991,
Jens,Bang,0.0,0.0,5/10/1959,
Jens,Tietböhl,0.0,0.0,,
Nicki,Neubauer TOP 1000,0.0,0.0,8/23/1977,
Morten,Hjulmand,0.0,185.0,8/30/1989,t4354
Marco,Donat,95.0,198.0,12/9/1980,
Jürgen,fletschinger,0.0,0.0,4/17/1958,
Kristian,Holst,0.0,193.0,3/19/1991,
Verena,Steinbacher,0.0,0.0,6/27/1994,
Torsten,Spiller,0.0,0.0,8/7/1979,
Eshel,Guy,0.0,0.0,,
Dirk,Sauermann,0.0,0.0,3/28/1975,
Morten,Vesterkov,0.0,0.0,,
Gerhard,Keller,0.0,0.0,9/1/1962,t7730
Steffen,Skreba,0.0,0.0,4/28/1969,
Flemming,Graabæk,0.0,0.0,,
Eckbert,Pfuhl,0.0,0.0,7/2/1960,
Lenka,Bitter,59.0,171.0,12/10/1990,
Steen,Spangen,0.0,0.0,,
Jens,Blöcher,0.0,0.0,9/2/1971,t4910
Robin,Schade,0.0,0.0,9/22/1990,
Pia,Brix,0.0,0.0,,
Lisa,Thomsen,68.0,172.0,8/20/1985,
Lars,Sørensen,0.0,0.0,,t7759
Arne,Kramer,0.0,0.0,9/6/1984,
Jana,Suswedyk,0.0,0.0,4/27/1990,
Martin,Henningsen,0.0,189.0,5/5/1974,
Joshua,Winkelmann,0.0,0.0,1/7/1994,t4749
Martin,Guldberg-Petersen,0.0,0.0,,
Dominik,Münch,0.0,0.0,,
Ian,Dam,0.0,0.0,,
Fabian,Gumpp,0.0,0.0,,
Mikkel,Vestergaard,0.0,199.0,7/25/1976,t2756
Volker,Grochau,0.0,0.0,6/16/1953,
Pascal,Reiß,0.0,0.0,1/29/1988,
Stefan,Arenz,0.0,0.0,7/24/1990,
Martin,Rønn Spangen,0.0,0.0,1/16/1977,
Nina,Sawatzki (Muradyan),66.0,171.0,8/17/1954,
Stefan,Falter,0.0,0.0,4/16/1965,
Simon,Kamp Danielsen,0.0,0.0,,
Marc,D'Andrea,0.0,183.0,6/12/1988,
Bernd,Schlesinger TOP 1000,0.0,0.0,,t1871
Martin,Olesen,0.0,197.0,9/24/1987,
Gudrun,Witte,0.0,181.0,1/4/1962,
Andreas,Burda,0.0,0.0,12/29/1967,
Casper,Munk Christiansen (Munk),0.0,196.0,6/25/1986,t4354
Margit,Sachs,0.0,170.0,7/9/1973,
Kristian,Ewald,0.0,0.0,9/16/1978,
Frederik,Holm,0.0,183.0,9/3/1990,t4593
Gerhard,Fidelak TOP 200,0.0,0.0,5/10/1943,
Maximilian,Siebold,0.0,0.0,,
Martin,Stenderup,0.0,194.0,3/25/1985,t1650
Renate,Riek-Bauer,0.0,170.0,3/11/1960,
Sebastian,Kaschub,0.0,0.0,8/9/1981,
Claudia,Mürle,0.0,0.0,12/20/1976,
Rolf,Hartig Cartilli Meegdes,0.0,191.0,12/29/1992,t5451
Dieter,Grund TOP 1000,0.0,0.0,,
Gunter,Strotzer,0.0,0.0,3/13/1948,t14387
Nikolaj,Nyholm,0.0,0.0,1/7/1993,
Herbert,Jenter TOP 200,0.0,0.0,2/28/1930,
René,ischer,0.0,0.0,,
Hilal,Polat,0.0,176.0,5/24/1988,t7753
Thomas,Kröger (Tom),82.0,190.0,6/11/1979,t1650
Ulrich,Kussin,0.0,0.0,12/29/1976,t7722
Joan,Meldgaard,0.0,0.0,,
Jannick,Limmroth,0.0,0.0,4/2/1995,
Kim,Buchwald,0.0,170.0,12/22/1982,
Samuel,Schoele,0.0,0.0,11/9/1981,
Peter,Schlecht,0.0,190.0,5/14/1992,
Flemming,West,0.0,0.0,1/21/1972,
Sven,Lehmann,0.0,0.0,,
Michael,Bennour Jensen (Mini),0.0,175.0,2/4/1982,
Paul,Beyer,0.0,0.0,2/20/1990,t2529
Andreas,Wilhelm,0.0,0.0,7/11/1969,
Jörg,inder,0.0,0.0,10/4/1979,t4911
Linda,Schmidt,0.0,0.0,5/21/1994,
Britt,Hofstedt,0.0,0.0,4/7/1991,t1372
Markus,Zymmara,0.0,0.0,9/16/1990,
Uwe,Lindemann,0.0,0.0,7/28/1965,t2483
Jørgen,uul,0.0,0.0,,
Andreas,Wallner,0.0,0.0,2/25/1982,
Francisco,Abreu López,78.0,188.0,4/26/1982,t2367
Patrick,Sprung,0.0,0.0,3/23/1988,
Adrian,Wroblewski (Adi),0.0,0.0,7/16/1990,
Cristian,Miguel Cruz Zapata,0.0,0.0,,
Ines,Laube,0.0,175.0,2/14/1990,
Zoraida,Heredia,0.0,174.0,5/8/1992,
Adrian,Pfleghar,0.0,0.0,,t7729
Christian,Oswald,0.0,0.0,5/3/1979,t5399
Reinhard,Wiesner,0.0,0.0,12/9/1960,
Claudia,Volkers,0.0,0.0,9/15/1971,
Matthias,Schütze,0.0,179.0,7/2/1990,
Ralf,Monschauer,0.0,0.0,8/10/1970,
Francisco,Lerebours,0.0,0.0,,
Alexander,Waibl (Alex) TOP 500,0.0,0.0,3/20/1968,
Alexandre,Ceccato,0.0,0.0,,
Alexandra,Isabel Berger,0.0,0.0,,t1495
Jose,Alexander Gutierrez,0.0,0.0,,
Philip,Kondic,0.0,0.0,,
Florian,Völker,0.0,193.0,5/6/1991,
Jose,Dante Aristides Mañon Torres,0.0,0.0,,
Rolf,Stängle,0.0,0.0,12/12/1962,
Dirk,Kopp,0.0,0.0,8/27/1973,
Jose,Manon,0.0,0.0,,
Florian,Scheuer,0.0,0.0,2/17/1980,
Robert,Pultke,0.0,0.0,,
Jonas,Faust,0.0,0.0,1/25/2000,
Armin,Kerscher,0.0,0.0,8/9/1972,
Jonas,Kronseder,0.0,190.0,10/23/1987,
Klaus,Hermann,0.0,0.0,3/21/1969,
Jan,Scheuermann,0.0,0.0,2/13/1998,t1907
Sebastian,Debschütz,0.0,0.0,9/8/1988,
Marcel,Blum,0.0,0.0,5/3/1968,
Björn-Arne,lber,0.0,0.0,4/12/1981,t1485
Stefan,Hübner TOP 500,92.0,200.0,6/13/1975,
Alar,Rikberg TOP 1000,0.0,0.0,,
Ronny,Gruba,0.0,0.0,8/20/1982,
Mirko,Herrmann,0.0,0.0,3/26/1986,
Argo,Meresaar,104.0,206.0,1/13/1980,t22163
Falk,Stöhr,0.0,0.0,9/2/1986,
Andreas,Gigl,0.0,0.0,7/9/1987,
Julian,Schallow,0.0,0.0,,
Marcel,Frisch,0.0,0.0,6/8/1993,
Sten,Esna,86.0,187.0,8/24/1982,
Mohammed,Magdy,0.0,0.0,,t2732
Christopher,Louisgang (Loui),0.0,0.0,6/21/1990,
Essam,Abdelmouty,0.0,0.0,,
Olaf,Kortmann TOP 500,0.0,0.0,5/28/1955,
Stefan,Benderoth,0.0,0.0,9/25/1966,
Alar,Kaljuvee,0.0,0.0,,
Ahmed,Samy Mobarez (Mobarez),0.0,0.0,10/1/1985,
Markus,Maila,0.0,0.0,,
Simon,Kamm,0.0,0.0,1/7/1987,
Hossam,Sharawy,0.0,0.0,,t2739
Kristjan,Kurik,0.0,199.0,2/12/1977,t3769
Heinz,Kuring,0.0,0.0,,t12293
Mohamed,Bekhit,0.0,0.0,,
Kaisa,Kirikal,0.0,0.0,10/2/1989,
Tarek,Elzeftawey,0.0,0.0,,t2910
Marcell,Pohl,0.0,0.0,10/30/1986,
Mihhail,Jefanov,0.0,0.0,,t19763
Olaf,Minter,0.0,0.0,,
Tauno,Lipp,0.0,182.0,3/22/1989,
Holger,Kleinbub,100.0,205.0,8/20/1971,
Steen,Esna,0.0,0.0,,
Tim,Schön,0.0,0.0,,t3644
Rando,Ringmets,0.0,0.0,,
Sebastian,Bühring (Basti),0.0,0.0,,
Andrea,Brix Georgsen,0.0,0.0,,
Nico,Reinecke,0.0,0.0,,t14406
Tahany,Toson,0.0,177.0,9/22/1971,
Jonathan,Gunge Jørgensen,0.0,190.0,6/13/1994,t4354
Frank,Rüdinger (Rüdi),0.0,201.0,7/27/1979,t7726
Hassan,Elhossary,0.0,0.0,,
Andres,Toobal,80.0,194.0,8/27/1988,t20600
Jens,Hohensee,0.0,0.0,3/10/1994,
Mohsen,Issa,88.0,185.0,6/29/1982,t2732
Valdis,Radionenkov,0.0,0.0,4/19/1992,t20600
Mohamed,Ellakany,0.0,0.0,,t5259
Ahmed,Samir,84.0,188.0,6/23/1976,
Jens,Neudeck,0.0,0.0,9/23/1970,
Anatoli,Kuprijanovitš,0.0,0.0,6/11/1967,
Julius,Walsh Lund,0.0,0.0,,
Aapo,Rantanen,0.0,0.0,,
Marius,Bjørn Kristensen,0.0,200.0,9/4/1982,t4364
Merle,Keerutaja,0.0,0.0,,
Preben,Dahlgaard,0.0,186.0,11/20/1964,t4357
Jaanika,Jakobson,0.0,0.0,,
Jakob,Enemark Petersen,0.0,0.0,,
Avo,Keel TOP 500,89.0,192.0,10/1/1962,
Rafael,Ruiz Herrera,0.0,0.0,,
Thomas,Uhrenholt,0.0,0.0,10/28/1974,t4361
Toomas,Jasmin,0.0,0.0,8/5/1984,t1750
Ahmed,Fathy,0.0,0.0,,
Lucia,Buendia Pena,0.0,0.0,,
Dennis,Spile Hansen,0.0,186.0,11/28/1977,t2599
Sherif,Elshemerly,0.0,0.0,,t2005
Marina,Linares,0.0,0.0,,
Søren,avnkjær,0.0,0.0,4/26/1975,t4364
Igor,Shakirov,0.0,0.0,,t17978
Julio,Villanueva López,0.0,0.0,2/24/1967,t8132
Bastian,Alexander Juul Larsen,0.0,0.0,,
Kristjan,Kais,82.0,188.0,3/3/1976,
Raul,Rocha Vinagre (Rocha),0.0,182.0,1/26/1983,t1932
Rainer,Vassiljev TOP 1000,0.0,0.0,7/19/1983,t1724
Arturo,Moreno,0.0,0.0,8/2/1979,t3653
Oliver,Lüütsepp TOP 1000,0.0,0.0,,
Skafte,Herskind,0.0,0.0,4/15/1966,
Walid,Abd Elaal,0.0,0.0,,t2005
Pablo,Ruiz,0.0,0.0,10/31/1991,t1913
Raigo,Tatrik,93.0,189.0,11/26/1976,
Emilia,K. Hundebøll,0.0,178.0,12/24/1992,
Miguel,Angel Falasca TOP 1000,90.0,194.0,4/29/1973,
Yusuf,Osama,0.0,0.0,12/12/1990,t10853
Tenna,S. Donslund,60.0,181.0,8/10/1995,
Martín,oaquín Schweighart Vera,0.0,0.0,,
Ihab,Saad,0.0,0.0,,
Janis,Sirelpuu,92.0,197.0,8/14/1977,
Atahualpa,Santana Figueroa,0.0,0.0,,
Moustafa,Elkady,0.0,0.0,,
Madis,Kesküla,0.0,0.0,,
Juan,José Susín,0.0,0.0,,
Mohamed,Moselhy (Medo) TOP 500,103.0,185.0,1/7/1972,
Thomas,Skifter Bertelsen,0.0,0.0,10/15/1971,
Andres,Toode,0.0,0.0,,t3737
Pedro,Lanero,0.0,0.0,,
Naglaa,Elmasry,0.0,0.0,,
Sven,Brix,0.0,0.0,12/1/1963,
Mohamed,Magdy,0.0,0.0,6/5/1982,t2732
Cosme,Prenafeta García,0.0,188.0,12/9/1971,
Søren,tein Brick,0.0,0.0,4/7/1972,t2599
Nahed,Abdel Moneim,0.0,0.0,,
Peet,Raig,0.0,192.0,12/12/1938,t3964
Ibrahim,Alievski,79.0,180.0,8/13/1988,t2608
José,anuel Paniagua Durán,0.0,0.0,6/5/1993,t2511
Andrei,Ojamets TOP 1000,0.0,0.0,,
Amr,El Henawy,0.0,0.0,,
Alberto,Avellaneda,0.0,0.0,,
Thomas,Bendtsen,0.0,0.0,,
Raivo,Jeenas,0.0,0.0,,
Mazen,Ghanem (mazen),0.0,0.0,5/17/1987,t1309
Benjamin,Cuevas,0.0,0.0,,t11090
Margit,Keerutaja,0.0,169.0,10/21/1984,
Amr,Rashed,0.0,0.0,,t6736
Alberto,Chaparro Cuevas,0.0,0.0,7/28/1983,
Raul,Reiter,0.0,0.0,7/14/1965,t1824
Cesar,Hernández González TOP 500,0.0,0.0,10/24/1977,
Daniel,Vega Fernández,0.0,0.0,,t2928
Lars,Engell,0.0,0.0,,
Ela,Lillemaa,76.0,184.0,10/15/1967,
Jesus,Moles,0.0,0.0,,t21280
Andres,Gonzalez,0.0,0.0,,
Märt,ajusalu,0.0,0.0,8/18/1991,
Nicolai,Hovmann Overgaard (Houmann),96.0,207.0,7/22/1994,
Manuel,Rodríguez Romero,0.0,0.0,,t8132
Abraham,Jorge Sanchez,0.0,0.0,,
Ashraf,Rashad,0.0,0.0,,t5259
Martin,Simonsen,0.0,0.0,3/22/1979,
Guillermo,Carmona,0.0,0.0,,
Ramón,uardado Zoroza,0.0,0.0,,t8134
Manuel,De Amo Fernandez Echevarria,0.0,0.0,,
Christopher,Moronu Alstrup (Christopher Staal Alstrup),0.0,175.0,8/14/1994,
Ioritz,Caamano,0.0,0.0,,
Andrés,urtado Martínez,0.0,0.0,12/21/1992,t4041
Torben,Kjærsgaard,0.0,0.0,,t4361
Ismael,Pérez,0.0,177.0,12/26/1985,t7243
Santiago,López López,0.0,0.0,,t1451
Carmen,Fernández Echevarria,0.0,0.0,2/7/1988,
Francisco,Parra Romero,0.0,0.0,8/9/1993,t10081
María,olores Durán García,0.0,0.0,7/11/1994,
José,anuel González Alvarez,0.0,0.0,2/22/1973,
Pablo,Alonso Nieto,0.0,0.0,6/5/1991,
Juan,Francisco Perez Gonzales,0.0,0.0,,
Marieke,Brinck,0.0,0.0,9/26/1973,
Juan,Carlos Suárez Castelo,0.0,0.0,,
Alvaro,Tejero San José,0.0,192.0,4/25/1990,t6563
Gonzalo,GarcÍa Rodriguez (Lalo),0.0,0.0,5/19/1977,
Peter,Borglund,0.0,0.0,,t2608
María,ristina Amate Pérez,0.0,0.0,8/17/1970,t8133
David,Del Oso,0.0,0.0,,t16054
Iñaki,escós Moreno,0.0,180.0,9/1/1976,t11159
Sergio,Miguel Camarero,0.0,0.0,3/15/1967,t1449
Javier,Blanco,0.0,0.0,,
Alvaro,Jurado Moeno,0.0,180.0,9/20/1993,t1989
Jose,Llorens Marques (Bep Llorens),0.0,0.0,7/14/1976,
Gabriel,Navarro Chinea,0.0,0.0,8/24/1988,
Marcos,Fernández,0.0,0.0,7/15/1998,t1493
Facundo,Leal Disario (Facundo),0.0,0.0,6/9/1975,t1449
Juan,Peñas Sánchez,0.0,0.0,,t8133
Ana,Maria Vidal,0.0,172.0,10/25/1983,
Antonio,Munoz Llerena,0.0,0.0,5/16/1993,
Ignacio,Faura,0.0,0.0,,
Francisco,José Carballo Sicilia,0.0,0.0,3/7/1973,
Nahum,Martin,0.0,0.0,,
Joaquin,Crespo (Jota),0.0,0.0,8/21/1969,
Aitor,Barreros,0.0,0.0,9/12/1979,
Ignacio,Brito Valido,0.0,0.0,11/27/1962,t11170
Roura,Gaspar,0.0,0.0,,
Pedro,Alos,0.0,0.0,4/21/1956,
Antonio,De Vergas Gutiérrez,0.0,0.0,10/7/1970,t2928
Miguel,Mateo Castrillo,0.0,194.0,8/27/1989,
José,aría Martínez,0.0,0.0,,
Emilio,Abalde Casanova,0.0,0.0,,t1430
Enrique,Jose Mateu Borox,0.0,0.0,,
Jacinto,Genestar,0.0,0.0,1/1/1983,
Artiles,Higinio,0.0,0.0,6/21/1989,
Gustavo,Delgado Escribano,92.0,193.0,1/21/1986,t11162
José,uis Del Río,0.0,0.0,3/10/1987,t3586
Alfonso,Ramon,0.0,0.0,,
Policarpo,Manzanares López,0.0,0.0,,
Francisco,Hervás Tirada (Paco) TOP 500,0.0,0.0,3/7/1962,
Alberto,Rodríguez Peña,0.0,0.0,,t1448
Joaquín,ago Vázquez,0.0,183.0,9/10/1986,t6562
Eduardo,Herrero Berenguer,0.0,190.0,7/29/1989,t4936
Luciano,Martin Perez,0.0,0.0,,
Marta,Ballesteros Manzano,0.0,0.0,5/4/1992,
José,arcos Salazar,0.0,185.0,1/25/1974,
Antonio,Jiménez Armas,0.0,0.0,5/8/1969,
Carlos,Poncela,0.0,0.0,1/27/1977,
Adrián,onzález González,0.0,175.0,10/11/1996,t11162
José,iménez García,0.0,0.0,1/7/1988,t2511
Raúl,alguero Velasco,0.0,182.0,11/23/1981,t3063
Sonia,Gómez Escobes,0.0,0.0,,
Cipriano,Perez Martinez,0.0,0.0,,
Germán,orjales Bellón,0.0,0.0,,t6359
David,Gonzalez Garcia,0.0,0.0,,
Claudio,Fantin,0.0,0.0,,t3653
Miguel,Henarejos Villegas,0.0,0.0,,
Francisco,López Suárez,0.0,0.0,12/11/1967,t6371
Samuel,Pérez González,0.0,0.0,,t3939
Emilio,Palacio Alvárez,0.0,180.0,5/20/1977,t6371
Erica,Campbell,0.0,0.0,,
Javier,Rubio Yañez,0.0,0.0,4/27/1979,t11185
José,urelio Delgado Vallín,0.0,0.0,,
Alberto,Rodríguez Abo,0.0,186.0,8/3/1982,t6359
Rafael,Mora Ribera,0.0,0.0,8/20/1977,
Andreu,Catalá (Cabreti),82.0,188.0,3/4/1995,
José,uis Rodríguez,0.0,185.0,,t1880
Cesar,Ruiz Fernandez,0.0,0.0,,
Israel,Martín Henríquez,0.0,183.0,8/25/1981,t15999
Jaime,González Gallego,0.0,0.0,8/14/1974,t4502
Victor,Tey Bosch,0.0,194.0,4/16/1988,t3063
Jose,Miguel Varella Segarra,0.0,0.0,,
Javier,Barrios,0.0,0.0,,
Daniel,Palacios Ruiz,0.0,0.0,2/25/1986,t19301
José,oto Antolín,0.0,0.0,9/16/1974,t4062
Óscar,ulido Redondo,0.0,0.0,6/25/1973,t1446
Santi,Guerra Martin,0.0,0.0,3/24/1989,
Alberto,Gaspar,0.0,0.0,,t1456
Virginia,Carbonell,0.0,0.0,,
